CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15602861,710,France,Male,43,9,0.0,2,1,0,73219.64,0
15602862,576,Spain,Female,66,3,151342.78,1,1,1,74523.13,1
15602863,900,France,Female,39,0,100899.36,2,1,0,87776.31,0
15602864,547,Germany,Female,40,7,177151.37,3,0,0,155484.88,1
15602865,531,Germany,Male,49,6,116965.52,1,0,1,68388.95,0
15602866,698,France,Female,35,0,56703.63,1,0,0,60034.48,0
15602867,795,France,Female,39,9,0.0,1,1,0,59096.29,0
15602868,656,France,Male,37,6,63255.25,1,1,0,88424.47,1
15602869,704,Spain,Male,63,0,130990.06,2,1,1,49115.26,0
15602870,475,Spain,Female,42,7,0.0,1,1,1,45622.17,0
15602871,586,Spain,Female,49,6,0.0,2,1,1,62312.89,0
15602872,548,Germany,Male,33,0,78015.97,3,1,0,83828.78,0
15602873,470,Spain,Female,28,5,0.0,1,1,1,49631.25,0
15602874,661,Spain,Female,48,5,0.0,1,1,1,127478.56,1
15602875,437,France,Female,44,0,0.0,1,0,0,104750.93,1
15602876,524,Spain,Female,52,4,133205.24,2,1,0,84813.7,0
15602877,599,France,Male,31,7,0.0,2,1,0,116744.05,0
15602878,571,France,Female,40,6,0.0,2,0,0,79020.95,0
15602879,688,France,Male,27,4,138695.54,3,0,1,165622.3,1
15602880,679,France,Female,36,6,139815.98,1,0,1,47852.92,0
15602881,735,France,Male,25,4,49472.64,2,0,1,35033.99,0
15602882,721,Germany,Male,38,0,97906.66,3,1,1,42640.17,0
15602883,758,Germany,Male,55,0,0.0,2,1,1,86135.35,1
15602884,650,Spain,Female,32,6,128037.1,2,1,1,108626.11,0
15602885,679,France,Male,31,4,142866.81,2,0,1,117988.87,1
15602886,699,France,Male,39,8,122869.38,1,0,0,175050.76,0
15602887,663,Germany,Female,39,1,0.0,1,0,1,60931.26,0
15602888,612,Germany,Female,49,8,182270.64,1,0,0,85410.38,1
15602889,618,Spain,Female,27,7,148590.79,2,0,0,27958.7,0
15602890,572,France,Male,18,9,71601.74,2,1,1,48054.11,0
15602891,690,France,Female,42,8,129245.82,3,0,1,116612.36,0
15602892,641,Spain,Female,60,0,133925.17,1,0,1,66722.85,1
15602893,587,France,Male,39,1,89123.16,2,0,1,77461.22,0
15602894,587,Germany,Female,45,1,88234.41,1,0,1,58143.72,1
15602895,535,France,Female,40,1,126117.5,1,1,0,58439.46,0
15602896,743,France,Male,49,8,0.0,2,1,1,64594.2,0
15602897,657,Spain,Female,38,10,0.0,1,1,1,145142.01,0
15602898,568,France,Female,40,9,0.0,2,1,0,151836.81,0
15602899,727,France,Female,59,4,129664.3,2,0,1,58400.41,0
15602900,597,Germany,Male,54,9,0.0,1,0,1,122059.22,0
15602901,516,France,Male,33,8,0.0,1,1,0,139384.44,0
15602902,747,France,Female,34,7,92420.48,2,1,1,66327.7,0
15602903,599,Germany,Male,34,2,50982.63,1,1,0,38408.01,1
15602904,611,France,Male,29,8,138503.38,2,1,0,137672.39,0
15602905,654,Germany,Female,35,1,70034.03,2,0,1,44575.76,0
15602906,759,France,Male,40,6,0.0,2,1,1,38078.86,0
15602907,652,France,Male,32,3,160178.18,4,1,0,95137.29,0
15602908,536,France,Female,47,7,125933.82,2,1,1,59767.55,1
15602909,702,Spain,Male,23,8,0.0,1,1,0,138379.79,0
15602910,604,France,Male,28,6,112469.26,1,1,1,44497.43,1
15602911,829,Spain,Male,48,5,125447.89,3,1,1,63184.76,0
15602912,650,France,Male,62,0,113605.7,2,1,1,72575.1,0
15602913,438,France,Female,44,9,0.0,2,1,1,131279.83,1
15602914,684,Germany,Male,32,7,122483.89,1,1,0,54327.34,0
15602915,835,France,Female,29,0,143267.7,2,1,1,68026.03,0
15602916,800,Germany,Male,37,5,123843.91,2,0,1,18653.95,0
15602917,824,Spain,Male,55,6,0.0,2,1,0,76484.27,0
15602918,553,Spain,Female,47,0,145020.18,2,0,0,27600.38,0
15602919,737,France,Male,27,4,0.0,1,0,1,137613.57,0
15602920,581,Germany,Male,45,0,0.0,1,1,1,81754.88,0
15602921,671,France,Male,57,1,76299.54,1,1,0,160842.66,1
15602922,529,Spain,Female,54,9,0.0,1,1,1,59091.06,0
15602923,589,France,Male,56,3,163758.51,3,1,1,81064.57,0
15602924,586,France,Female,50,1,117251.44,1,1,1,43244.47,0
15602925,735,Germany,Female,27,5,112785.29,1,1,1,72440.47,0
15602926,726,France,Female,32,5,0.0,3,0,0,86097.49,1
15602927,676,Germany,Male,60,4,130425.66,2,0,0,69067.29,0
15602928,522,France,Male,37,1,0.0,1,0,1,107792.56,0
15602929,620,France,Female,20,9,0.0,1,1,1,48703.18,0
15602930,579,Germany,Female,48,0,138766.14,1,0,1,192609.12,0
15602931,733,France,Female,53,4,83373.11,1,1,0,90422.43,0
15602932,762,Spain,Male,40,7,128486.86,3,1,1,41237.53,1
15602933,750,France,Female,47,9,147989.25,2,0,0,75907.87,0
15602934,578,France,Male,32,7,138432.59,1,1,1,58823.13,0
15602935,390,France,Male,36,6,38954.69,1,1,0,96731.16,0
15602936,482,France,Male,21,4,94254.81,2,1,0,35973.96,0
15602937,785,France,Male,29,8,0.0,1,1,0,73968.32,1
15602938,612,Spain,Female,57,5,98562.5,2,1,0,176187.78,0
15602939,579,France,Female,18,6,0.0,3,1,1,88977.08,0
15602940,806,Spain,Female,37,4,178967.37,2,1,0,33182.6,1
15602941,770,Germany,Male,35,8,0.0,2,1,0,83231.42,0
15602942,652,Germany,Female,48,0,165741.33,2,1,0,69398.52,0
15602943,622,France,Female,18,2,52926.53,1,1,0,109659.48,0
15602944,637,France,Female,33,9,115962.85,2,1,0,93657.24,1
15602945,672,France,Female,35,1,94072.24,2,1,0,91434.03,0
15602946,802,Germany,Female,45,6,171765.13,3,0,0,62241.69,1
15602947,690,Germany,Female,41,6,124611.59,1,1,0,32995.88,1
15602948,719,France,Female,23,1,0.0,1,1,0,84881.29,0
15602949,761,France,Male,37,2,57856.02,1,1,0,47062.94,1
15602950,539,Spain,Female,32,3,178931.09,3,1,1,112083.84,0
15602951,722,France,Male,46,5,121861.02,2,0,1,48969.15,0
15602952,622,France,Male,38,5,0.0,2,1,0,240000.0,0
15602953,411,France,Male,60,2,64522.13,1,1,0,46664.6,1
15602954,448,France,Female,34,3,0.0,1,1,0,86697.35,0
15602955,553,France,Male,35,7,0.0,1,1,1,30852.74,0
15602956,700,Germany,Female,35,9,116682.71,1,1,0,181532.0,0
15602957,661,Germany,Female,39,7,192779.4,4,1,0,50269.51,1
15602958,668,Germany,Female,50,9,0.0,2,1,1,88139.15,1
15602959,835,France,Male,36,5,104155.04,2,1,0,96701.98,0
15602960,529,France,Female,37,0,59049.72,2,1,1,110833.08,1
15602961,647,Spain,Female,45,4,0.0,2,1,0,97534.88,0
15602962,679,France,Female,31,10,55490.34,3,1,1,71565.72,0
15602963,580,France,Male,48,6,116861.54,3,1,1,113925.73,0
15602964,653,France,Female,37,3,19497.77,1,0,1,79191.82,0
15602965,498,Germany,Male,31,9,0.0,1,0,0,36115.33,0
15602966,784,France,Female,21,4,169640.81,1,0,0,51046.77,0
15602967,585,Spain,Female,29,3,0.0,3,0,0,124444.47,0
15602968,843,France,Male,39,0,0.0,2,1,1,110354.59,0
15602969,647,Spain,Female,40,1,0.0,3,1,1,36933.74,0
15602970,748,France,Female,38,4,106493.27,1,1,1,62332.98,0
15602971,645,Germany,Male,25,6,78220.17,2,0,1,47211.75,0
15602972,647,France,Male,39,1,0.0,1,1,1,72963.82,0
15602973,595,Spain,Female,24,4,0.0,1,1,0,66924.92,0
15602974,661,France,Male,27,4,44701.56,2,0,1,80002.75,0
15602975,680,Spain,Female,53,5,140147.7,2,1,1,119714.26,0
15602976,575,Germany,Male,40,9,157310.52,2,1,0,78056.35,1
15602977,638,Germany,Male,46,5,34316.67,1,1,1,60113.08,0
15602978,592,France,Male,56,7,0.0,1,0,1,105435.39,0
15602979,868,France,Female,40,6,94390.24,1,1,1,85874.95,0
15602980,641,Spain,Female,51,9,125969.2,1,0,1,54668.27,1
15602981,797,Spain,Male,45,10,175188.1,1,1,0,52186.15,0
15602982,631,France,Male,33,8,176616.87,1,1,0,71640.53,1
15602983,675,France,Male,39,2,149500.75,2,1,1,54857.29,0
15602984,524,France,Female,32,2,134754.13,2,0,0,47073.84,1
15602985,608,France,Female,47,2,35702.93,1,1,0,111180.14,1
15602986,670,France,Male,52,8,0.0,1,1,0,152254.89,0
15602987,801,Spain,Female,26,10,0.0,2,1,1,171517.48,0
15602988,671,France,Male,31,0,89735.98,1,0,0,73409.57,0
15602989,781,Spain,Male,37,10,144133.18,1,0,1,93071.96,0
15602990,711,Spain,Male,32,7,130345.21,1,1,1,58649.88,1
15602991,805,France,Female,38,5,74633.93,1,1,0,72332.57,1
15602992,644,France,Female,45,8,0.0,1,1,0,51242.75,0
15602993,877,Germany,Male,55,5,0.0,1,0,0,122516.57,0
15602994,604,France,Male,35,3,211163.43,1,1,1,69141.52,0
15602995,577,Germany,Female,35,6,152775.27,1,1,1,116527.61,0
15602996,535,Germany,Male,45,5,107654.63,2,0,1,110423.33,0
15602997,871,France,Female,40,6,57231.25,2,0,1,87449.06,0
15602998,728,Spain,Male,23,9,0.0,1,1,0,89372.87,0
15602999,618,France,Female,31,7,112050.71,1,1,0,50518.2,0
15603000,769,France,Male,37,8,97256.76,1,1,0,49580.14,0
15603001,715,Spain,Male,49,5,142358.65,1,1,0,31841.72,1
15603002,837,France,Female,53,10,5000.0,3,1,0,53268.78,0
15603003,503,France,Female,29,8,83488.91,1,0,0,52305.81,0
15603004,625,France,Male,32,3,0.0,2,0,0,110149.25,1
15603005,606,France,Female,50,8,0.0,1,1,1,112429.57,0
15603006,463,France,Female,35,4,146912.48,1,1,1,73329.55,0
15603007,751,Germany,Male,45,3,0.0,1,0,1,93325.4,0
15603008,624,France,Female,38,4,133079.47,1,0,0,48480.78,0
15603009,720,Germany,Male,41,7,5000.0,1,0,1,67344.61,0
15603010,874,France,Male,36,3,160133.88,2,1,1,38056.7,0
15603011,616,France,Female,53,5,0.0,1,0,0,68567.07,1
15603012,610,Spain,Female,23,9,117175.9,1,0,0,70695.12,0
15603013,661,Spain,Male,36,10,0.0,1,1,1,43524.59,0
15603014,744,Germany,Male,52,3,134806.79,2,1,0,103265.74,0
15603015,596,France,Male,38,5,0.0,1,0,1,55968.73,0
15603016,590,France,Female,39,9,174932.19,2,1,1,31054.38,0
15603017,750,Spain,Female,51,8,138372.01,2,1,0,50483.2,1
15603018,686,Spain,Male,46,7,119554.2,1,1,0,100352.28,0
15603019,456,Germany,Female,50,1,200128.47,2,1,1,36456.94,1
15603020,534,France,Female,54,8,163005.29,1,0,1,80448.69,1
15603021,793,France,Male,25,7,99579.08,1,1,1,51725.94,0
15603022,688,France,Female,35,5,0.0,1,1,0,54294.27,0
15603023,578,France,Female,31,1,0.0,4,1,1,52063.6,0
15603024,634,France,Female,44,7,169378.33,1,1,0,59640.01,0
15603025,651,France,Female,52,7,0.0,2,1,0,57951.54,0
15603026,720,France,Female,18,2,147948.44,2,0,1,110935.82,0
15603027,521,Germany,Female,23,3,0.0,2,1,1,103563.82,0
15603028,570,Germany,Male,18,10,119470.34,2,1,0,111078.87,0
15603029,676,Germany,Female,31,6,0.0,1,1,0,76779.55,0
15603030,641,France,Female,41,5,100332.67,2,0,0,71046.39,1
15603031,704,France,Male,58,4,118059.43,1,1,1,81423.82,1
15603032,533,Spain,Male,26,5,0.0,1,0,0,94342.05,0
15603033,684,France,Female,66,9,147085.05,4,1,0,76494.75,1
15603034,754,Spain,Male,46,0,0.0,1,1,1,73245.46,0
15603035,696,France,Male,46,1,29820.8,1,1,0,122479.98,1
15603036,663,Germany,Male,48,2,0.0,2,1,1,75613.63,0
15603037,641,France,Male,24,2,0.0,2,1,1,83079.19,0
15603038,571,Germany,Male,33,1,0.0,1,0,1,120983.28,0
15603039,643,Spain,Male,29,4,0.0,1,0,0,181074.73,0
15603040,770,France,Male,47,0,0.0,2,1,0,54859.93,0
15603041,639,Germany,Male,30,3,55672.37,1,0,1,68080.84,0
15603042,565,Spain,Female,38,0,154014.18,3,0,0,113152.05,0
15603043,603,Spain,Male,33,1,0.0,2,1,1,92379.41,0
15603044,669,France,Male,56,7,0.0,2,1,1,67865.72,0
15603045,615,France,Female,33,4,0.0,3,1,0,216659.84,0
15603046,696,Spain,Female,28,10,0.0,2,1,0,112842.55,0
15603047,700,Germany,Male,45,6,133668.13,1,1,1,59290.81,1
15603048,734,Spain,Male,39,4,85395.84,3,0,0,53424.4,0
15603049,785,France,Male,55,8,123345.16,2,1,0,85899.83,0
15603050,745,Spain,Male,43,9,100515.28,1,0,1,91169.56,0
15603051,561,Spain,Female,43,2,200501.81,1,1,0,69655.32,0
15603052,564,Spain,Male,50,5,70721.9,1,1,1,78730.62,0
15603053,643,Germany,Male,45,3,114928.59,2,1,1,90882.23,0
15603054,607,France,Female,49,10,113783.58,1,0,1,73095.76,1
15603055,542,Germany,Female,48,4,0.0,2,1,1,77179.33,1
15603056,608,Germany,Male,36,0,157073.53,1,0,1,48629.65,0
15603057,605,France,Male,27,9,169250.21,1,1,1,133324.81,0
15603058,586,France,Male,38,9,110747.53,2,0,1,50722.83,0
15603059,620,Spain,Male,18,4,238870.47,4,0,0,143920.36,0
15603060,762,France,Male,32,5,220935.74,1,1,0,133185.89,1
15603061,669,France,Female,36,7,61940.68,2,0,1,65003.87,0
15603062,885,Germany,Female,54,0,40885.85,1,1,1,146931.18,0
15603063,666,Spain,Male,38,9,0.0,1,1,0,89076.36,0
15603064,622,Germany,Male,59,0,138558.68,1,1,1,58149.93,1
15603065,650,France,Male,45,2,158234.98,1,1,0,96963.95,0
15603066,674,France,Female,22,3,175859.94,1,1,0,60089.56,0
15603067,691,France,Male,53,7,116944.5,2,0,1,64867.9,0
15603068,847,France,Male,51,8,124112.18,3,0,0,65159.99,0
15603069,570,Spain,Female,21,1,0.0,1,1,1,94435.97,0
15603070,732,France,Male,48,3,83941.61,1,1,1,86353.2,0
15603071,670,France,Male,56,8,133053.55,1,1,0,124147.16,0
15603072,501,Spain,Female,18,3,118970.73,2,1,1,151717.23,0
15603073,723,France,Male,28,3,69778.9,1,1,1,95283.6,0
15603074,770,France,Male,50,4,0.0,3,0,0,126611.72,0
15603075,569,France,Female,38,6,141196.99,1,1,0,82713.26,0
15603076,649,France,Male,56,8,79980.42,2,1,1,58963.91,0
15603077,486,France,Female,50,10,0.0,2,0,1,78206.11,1
15603078,530,Spain,Female,49,9,105122.32,2,1,0,89296.89,0
15603079,750,Spain,Female,53,2,181308.51,2,1,1,151755.03,1
15603080,606,Germany,Male,31,4,164292.19,2,1,0,53401.54,0
15603081,545,Germany,Female,37,6,5000.0,2,1,0,73210.73,0
15603082,672,France,Male,61,4,158080.11,1,1,1,84069.67,0
15603083,600,Spain,Female,36,5,0.0,1,1,0,107261.38,0
15603084,605,France,Male,52,3,83109.75,1,0,1,69682.72,0
15603085,720,France,Male,38,7,102474.28,3,1,0,62475.7,0
15603086,540,France,Female,32,6,0.0,3,0,0,52137.11,1
15603087,564,France,Female,29,1,0.0,2,1,1,59573.5,0
15603088,665,France,Female,46,10,115056.62,2,1,0,203517.89,0
15603089,742,France,Female,54,1,77605.36,2,1,1,72002.73,0
15603090,768,France,Female,45,4,0.0,1,1,0,155231.2,0
15603091,587,France,Male,43,9,137149.16,2,0,1,87834.05,0
15603092,739,France,Female,27,0,134415.49,2,1,1,62732.94,0
15603093,576,Germany,Female,40,3,0.0,2,1,0,149328.18,1
15603094,823,France,Male,42,7,0.0,1,1,1,121798.51,0
15603095,542,Germany,Male,30,7,246432.17,1,0,0,75684.6,1
15603096,776,France,Male,45,9,106725.65,1,1,1,47308.83,0
15603097,588,France,Male,33,7,0.0,2,1,1,89518.54,0
15603098,841,Germany,Male,36,6,192792.1,1,0,1,134106.41,1
15603099,706,Germany,Male,49,2,0.0,2,0,0,124692.84,0
15603100,553,France,Female,58,9,0.0,3,0,1,84806.34,0
15603101,600,Germany,Male,57,4,0.0,2,1,1,119732.38,0
15603102,724,Spain,Female,39,1,71726.5,1,0,0,60042.59,1
15603103,750,France,Male,46,1,0.0,2,1,0,110427.24,1
15603104,643,Germany,Male,47,10,0.0,1,0,0,91204.23,1
15603105,654,France,Male,47,1,0.0,1,0,1,81484.32,0
15603106,722,Spain,Female,42,2,132142.3,1,1,0,208904.9,0
15603107,663,France,Male,54,9,85783.27,1,0,0,90085.28,1
15603108,527,Spain,Male,33,7,0.0,4,1,1,38848.33,0
15603109,573,Germany,Female,28,7,67576.4,2,1,1,112759.66,1
15603110,672,Germany,Female,44,1,109286.2,3,1,1,240000.0,0
15603111,765,France,Male,37,3,42732.01,1,0,1,49047.42,0
15603112,804,Germany,Female,61,8,141263.22,1,1,1,87617.41,0
15603113,724,France,Female,35,6,55267.0,1,0,0,75585.54,0
15603114,677,France,Male,52,0,145332.81,2,0,0,101125.07,0
15603115,721,France,Male,45,6,92614.32,2,0,1,64069.71,0
15603116,587,Germany,Female,25,0,0.0,4,0,0,90431.94,1
15603117,635,Germany,Male,47,0,142145.85,1,0,1,44284.99,1
15603118,572,Spain,Male,33,2,0.0,1,1,0,129143.25,1
15603119,531,France,Male,67,3,0.0,1,1,1,68209.07,0
15603120,682,Spain,Male,31,6,159693.27,1,1,0,201082.62,0
15603121,668,Spain,Male,30,6,86264.5,2,1,1,133202.56,0
15603122,715,Spain,Male,18,9,166373.95,2,0,0,63707.56,0
15603123,702,Germany,Female,32,3,211982.84,2,1,0,124754.27,0
15603124,673,France,Female,48,3,0.0,3,1,1,132240.4,1
15603125,703,Spain,Female,29,3,129650.88,2,1,1,48887.57,0
15603126,646,Germany,Female,46,4,112313.85,2,1,1,53748.67,0
15603127,689,Germany,Female,43,5,50751.59,1,0,0,61892.32,1
15603128,581,France,Female,29,2,59771.6,2,1,1,30136.46,0
15603129,685,France,Female,39,8,111146.88,1,1,0,90576.04,0
15603130,713,France,Female,30,5,53710.65,1,1,1,131104.56,0
15603131,586,France,Male,50,8,0.0,1,0,1,91693.31,0
15603132,655,France,Female,20,0,0.0,1,1,0,110340.52,0
15603133,591,Spain,Male,48,6,189269.9,1,1,0,88696.85,1
15603134,600,France,Male,32,9,106138.05,1,0,1,92225.25,0
15603135,543,France,Male,41,8,0.0,2,1,0,30699.37,1
15603136,770,France,Female,45,3,191204.72,1,1,0,111711.08,1
15603137,751,France,Female,42,1,89012.81,3,0,0,84965.61,0
15603138,701,France,Male,63,10,0.0,2,1,1,76450.75,0
15603139,837,Germany,Male,36,1,0.0,1,1,1,58220.71,0
15603140,632,Spain,Male,25,4,81149.0,2,1,1,51309.92,0
15603141,900,France,Female,64,8,100402.41,3,1,0,77418.14,1
15603142,628,France,Female,44,6,96727.49,1,1,1,89077.14,1
15603143,674,Germany,Female,42,3,106349.78,1,1,1,51423.46,1
15603144,612,France,Male,65,9,152858.99,3,0,1,132342.94,1
15603145,685,Germany,Female,26,2,0.0,1,1,1,55834.26,0
15603146,729,Germany,Female,39,10,0.0,2,1,0,78897.71,0
15603147,639,Spain,Male,28,1,0.0,1,0,1,110111.3,0
15603148,819,France,Female,39,0,184798.35,1,1,0,50681.37,0
15603149,673,Spain,Female,25,4,67045.03,2,1,0,30639.0,0
15603150,676,Spain,Female,41,4,0.0,1,1,0,66571.77,0
15603151,564,France,Male,40,5,116006.43,2,1,1,82683.65,0
15603152,690,France,Male,40,5,94953.16,2,1,0,120583.83,1
15603153,637,France,Male,18,3,99575.57,3,1,1,70031.01,0
15603154,592,France,Male,49,3,141909.17,1,0,0,91563.38,0
15603155,576,Spain,Male,38,3,175547.75,1,0,0,151035.88,0
15603156,900,France,Female,69,10,41259.23,1,0,0,54116.56,0
15603157,625,France,Female,35,10,116158.85,2,1,1,95479.87,0
15603158,512,France,Male,33,6,0.0,2,1,0,130580.47,0
15603159,584,Germany,Male,42,2,78471.51,1,1,0,54091.39,0
15603160,645,Spain,Male,27,5,0.0,1,1,0,57854.52,0
15603161,702,Germany,Male,54,4,104168.66,1,1,1,85393.64,0
15603162,703,Germany,Male,30,0,0.0,1,1,0,47121.67,1
15603163,714,France,Male,31,4,5000.0,1,1,0,44453.28,0
15603164,589,Germany,Female,50,3,117902.15,1,1,0,64492.42,1
15603165,682,France,Male,43,6,98564.55,2,0,0,50424.35,0
15603166,567,France,Male,43,8,0.0,2,1,0,62669.59,0
15603167,591,Germany,Female,26,9,59442.55,1,1,0,76897.9,0
15603168,563,Spain,Female,52,10,0.0,1,1,0,146195.15,0
15603169,537,Germany,Female,30,10,0.0,2,0,1,97381.41,0
15603170,751,Germany,Female,22,1,78842.01,2,1,1,83136.84,0
15603171,715,France,Female,45,4,122157.78,1,1,1,41854.05,0
15603172,743,France,Female,39,1,148617.4,2,1,0,33849.82,0
15603173,654,Germany,Male,38,4,125783.83,1,1,0,63292.95,0
15603174,724,Germany,Male,48,8,0.0,2,1,1,105452.23,1
15603175,483,Germany,Female,37,6,124162.95,1,1,0,173633.08,0
15603176,732,Germany,Female,22,7,215761.7,2,0,0,86155.28,0
15603177,667,France,Male,37,9,162944.26,2,1,0,155065.06,0
15603178,710,France,Male,44,10,118422.32,2,1,1,51663.34,0
15603179,686,France,Female,43,0,83588.0,3,1,0,84319.97,1
15603180,556,Germany,Male,39,3,0.0,3,1,1,40017.35,1
15603181,508,Spain,Female,68,10,0.0,1,0,1,58560.37,1
15603182,582,Germany,Female,59,4,0.0,1,1,0,132230.44,0
15603183,704,Germany,Female,28,8,156855.85,1,1,0,61369.64,0
15603184,716,Germany,Male,26,5,85424.92,1,1,1,52884.77,0
15603185,520,France,Male,56,5,0.0,2,1,1,48752.38,0
15603186,557,France,Male,53,3,114002.49,1,1,1,112054.26,0
15603187,581,France,Male,57,6,120401.25,2,0,1,104520.42,0
15603188,616,Spain,Female,36,0,122637.24,2,0,0,77373.64,0
15603189,521,France,Female,39,10,0.0,1,1,1,78400.95,0
15603190,515,Germany,Female,21,8,0.0,1,1,0,40182.2,0
15603191,572,France,Male,43,2,0.0,1,1,0,54386.34,0
15603192,658,Germany,Male,34,6,58004.22,1,1,0,109119.44,0
15603193,538,France,Female,32,10,151342.53,1,1,1,82840.05,0
15603194,639,Spain,Male,51,0,92704.23,1,1,0,80891.04,0
15603195,751,France,Female,39,2,106020.72,1,1,0,103176.19,0
15603196,526,Spain,Female,50,5,97933.87,1,0,0,63522.27,0
15603197,630,Germany,Female,40,10,68943.95,1,1,1,155551.23,0
15603198,747,France,Male,47,0,77432.26,2,1,0,40282.11,0
15603199,610,Germany,Female,27,0,112175.69,2,1,1,110161.86,0
15603200,596,Germany,Female,30,4,0.0,1,0,0,101482.32,1
15603201,761,France,Female,46,7,0.0,1,1,0,89645.9,1
15603202,621,Germany,Male,60,7,0.0,1,1,0,26042.91,0
15603203,755,Germany,Female,46,0,161310.85,2,1,1,93414.95,0
15603204,691,Germany,Male,41,4,0.0,1,1,0,58587.01,0
15603205,617,Germany,Male,58,5,124420.87,1,0,0,145884.96,0
15603206,696,Germany,Male,39,5,0.0,2,0,0,50556.86,0
15603207,680,France,Female,32,0,0.0,1,1,0,104748.08,0
15603208,747,France,Female,41,4,0.0,1,1,1,59859.58,0
15603209,598,France,Female,45,0,0.0,2,0,0,36439.45,1
15603210,654,Germany,Male,27,5,131425.79,3,1,1,72416.87,0
15603211,644,France,Male,42,8,0.0,1,1,0,101527.89,1
15603212,717,France,Female,22,0,164867.4,1,1,0,69510.9,0
15603213,553,Spain,Female,38,10,0.0,1,1,0,78822.62,0
15603214,747,France,Female,39,6,0.0,1,1,1,89096.4,0
15603215,694,France,Male,41,7,90617.6,2,1,1,100947.43,0
15603216,525,Spain,Female,19,5,121720.86,1,1,1,50832.87,0
15603217,765,Germany,Male,42,9,108144.05,1,0,1,159077.95,1
15603218,862,Germany,Female,51,3,57967.27,1,1,0,57407.24,0
15603219,745,France,Female,56,1,0.0,1,0,1,92433.01,0
15603220,786,Germany,Male,57,5,114569.19,4,1,0,143949.43,1
15603221,658,Spain,Male,41,6,0.0,3,0,1,52472.95,0
15603222,492,France,Female,68,9,153963.68,1,1,1,92337.44,1
15603223,475,France,Male,33,5,68398.37,2,1,0,57488.89,0
15603224,674,France,Female,33,1,0.0,2,1,1,46727.71,1
15603225,594,Spain,Male,41,9,0.0,2,0,0,141825.81,0
15603226,563,France,Male,50,9,0.0,3,1,1,77933.35,1
15603227,644,France,Male,48,6,98861.73,1,1,1,69933.7,1
15603228,708,Germany,Male,18,0,50567.93,2,1,0,64953.87,0
15603229,512,Spain,Female,30,10,0.0,1,1,1,64484.09,0
15603230,607,France,Male,49,7,123785.82,1,0,0,35891.21,0
15603231,793,Germany,Female,31,10,0.0,1,1,0,134304.49,0
15603232,548,Spain,Female,40,1,35385.8,1,1,1,104815.82,0
15603233,733,France,Female,45,3,49329.6,1,1,1,31951.01,1
15603234,604,Germany,Male,46,2,0.0,2,1,1,81191.77,0
15603235,702,France,Male,50,8,170688.0,1,1,1,98103.98,0
15603236,754,France,Male,55,3,0.0,2,0,0,83438.52,0
15603237,720,France,Female,48,9,91539.66,2,0,0,103033.1,0
15603238,736,France,Female,27,4,129083.93,2,1,1,117722.34,0
15603239,541,France,Male,47,4,156691.36,2,1,1,74145.46,0
15603240,756,Spain,Female,53,6,128906.89,1,0,1,85564.37,0
15603241,569,France,Female,46,8,112716.13,2,0,0,57921.3,0
15603242,675,France,Male,55,4,0.0,1,0,0,217684.01,0
15603243,675,Germany,Male,44,0,102745.28,3,0,1,178303.66,0
15603244,696,Spain,Female,40,10,0.0,1,0,0,56147.49,0
15603245,682,France,Male,32,4,0.0,1,1,0,76284.61,0
15603246,570,France,Male,63,1,51605.4,1,1,1,53154.07,0
15603247,522,France,Female,30,7,127024.76,2,0,1,138620.92,0
15603248,733,Spain,Male,41,7,0.0,1,0,0,94258.83,1
15603249,668,Spain,Female,37,4,0.0,2,1,0,75108.43,1
15603250,759,France,Male,26,1,158973.87,1,1,0,112093.49,0
15603251,646,France,Female,51,9,0.0,1,1,1,56776.98,0
15603252,517,Germany,Female,46,9,140261.01,2,1,1,63442.24,0
15603253,742,Germany,Female,44,7,106886.03,2,1,0,53928.55,0
15603254,615,France,Female,34,2,200593.49,2,1,0,128992.94,1
15603255,682,France,Male,47,5,59850.58,2,1,1,55516.71,0
15603256,588,France,Male,38,6,0.0,2,1,1,50488.89,0
15603257,806,Germany,Female,46,9,0.0,1,1,1,116232.71,0
15603258,567,Spain,Female,57,9,0.0,1,1,1,26539.57,0
15603259,618,France,Female,18,8,159085.46,2,1,1,83463.7,0
15603260,660,Spain,Male,52,7,165749.32,3,1,1,90626.2,1
15603261,546,France,Male,67,2,27707.91,2,0,1,97933.29,1
15603262,681,Germany,Female,60,1,175104.46,2,1,0,44592.93,0
15603263,803,Spain,Male,50,8,0.0,1,0,0,107852.74,0
15603264,603,Germany,Female,54,1,98138.06,1,0,1,28970.08,1
15603265,688,France,Male,32,5,127569.64,3,1,1,62822.71,0
15603266,389,France,Male,44,5,148454.52,2,1,1,68243.62,0
15603267,646,Spain,Female,39,2,5000.0,1,1,1,153766.91,0
15603268,620,Germany,Female,36,2,139738.77,2,1,0,73301.7,0
15603269,572,France,Female,52,10,0.0,1,1,0,151195.44,1
15603270,753,Germany,Male,39,8,73153.16,3,1,0,99958.53,0
15603271,619,France,Male,21,4,0.0,1,0,0,240000.0,0
15603272,633,France,Male,46,8,112205.76,2,1,1,63066.67,0
15603273,614,Spain,Male,41,0,67082.03,2,1,1,69255.77,0
15603274,468,France,Male,49,1,0.0,2,0,1,133337.84,0
